"topic","language","term","platform","link"
"Coral reefs ocean clean up","hi","मूंगे की चट्टानें सागर साफ हो गईं","youtube","_"
"Coral reefs ocean clean up","ja","サンゴ礁の海のクリーンアップ","youtube","_"
"Coral reefs ocean clean up","ja","サンゴ礁の海のクリーンアップ","youtube","_"
"Coral reefs ocean clean up","ja","サンゴ礁の海のクリーンアップ","youtube","_"
"Coral reefs ocean clean up","ja","サンゴ礁の海のクリーンアップ","youtube","_"
"Coral reefs ocean clean up","pt","Limpeza do oceano de recifes de corais","youtube","_"
"Coral reefs ocean clean up","pt","Limpeza do oceano de recifes de corais","youtube","_"
"Coral reefs ocean clean up","pt","Limpeza do oceano de recifes de corais","youtube","_"
"Coral reefs ocean clean up","pt","Limpeza do oceano de recifes de corais","youtube","_"
"Coral reefs ocean clean up","zh-CN","珊瑚礁海洋清理","youtube","_"
"Coral reefs ocean clean up","zh-CN","珊瑚礁海洋清理","youtube","_"
"Coral reefs ocean clean up","zh-CN","珊瑚礁海洋清理","youtube","_"
"Coral reefs ocean clean up","zh-CN","珊瑚礁海洋清理","youtube","_"
"Coral reefs heat-sink","ar","الشعاب المرجانية بالوعة الحرارة","youtube","_"
"Coral reefs heat-sink","ar","الشعاب المرجانية بالوعة الحرارة","youtube","_"
"Coral reefs heat-sink","ar","الشعاب المرجانية بالوعة الحرارة","youtube","_"
"Coral reefs heat-sink","ar","الشعاب المرجانية بالوعة الحرارة","youtube","_"
"Coral reefs heat-sink","es","Disipador de calor de arrecifes de coral","youtube","_"
"Coral reefs heat-sink","es","Disipador de calor de arrecifes de coral","youtube","_"
"Coral reefs heat-sink","es","Disipador de calor de arrecifes de coral","youtube","_"
"Coral reefs heat-sink","es","Disipador de calor de arrecifes de coral","youtube","_"
"Coral reefs heat-sink","fr","Dissipateur thermique des récifs coralliens","youtube","_"
"Coral reefs heat-sink","fr","Dissipateur thermique des récifs coralliens","youtube","_"
"Coral reefs heat-sink","fr","Dissipateur thermique des récifs coralliens","youtube","_"
"Coral reefs heat-sink","fr","Dissipateur thermique des récifs coralliens","youtube","_"
"Coral reefs heat-sink","hi","मूंगा चट्टानें हीट-सिंक","youtube","_"
"Coral reefs heat-sink","hi","मूंगा चट्टानें हीट-सिंक","youtube","_"
"Coral reefs heat-sink","hi","मूंगा चट्टानें हीट-सिंक","youtube","_"
"Coral reefs heat-sink","hi","मूंगा चट्टानें हीट-सिंक","youtube","_"
"Coral reefs heat-sink","ja","サンゴ礁のヒートシンク","youtube","_"
"Coral reefs heat-sink","ja","サンゴ礁のヒートシンク","youtube","_"
"Coral reefs heat-sink","ja","サンゴ礁のヒートシンク","youtube","_"
"Coral reefs heat-sink","ja","サンゴ礁のヒートシンク","youtube","_"
"Coral reefs heat-sink","pt","Dissipador de calor para recifes de coral","youtube","_"
"Coral reefs heat-sink","pt","Dissipador de calor para recifes de coral","youtube","_"
"Coral reefs heat-sink","pt","Dissipador de calor para recifes de coral","youtube","_"
"Coral reefs heat-sink","pt","Dissipador de calor para recifes de coral","youtube","_"
"Coral reefs heat-sink","zh-CN","珊瑚礁散热器","youtube","_"
"Coral reefs heat-sink","zh-CN","珊瑚礁散热器","youtube","_"
"Coral reefs heat-sink","zh-CN","珊瑚礁散热器","youtube","_"
"Coral reefs heat-sink","zh-CN","珊瑚礁散热器","youtube","_"
"Ice core literature data library","ar","مكتبة بيانات الأدب الجليد الأساسية","youtube","_"
"Ice core literature data library","ar","مكتبة بيانات الأدب الجليد الأساسية","youtube","_"
"Ice core literature data library","ar","مكتبة بيانات الأدب الجليد الأساسية","youtube","_"
"Ice core literature data library","ar","مكتبة بيانات الأدب الجليد الأساسية","youtube","_"
"Ice core literature data library","es","Biblioteca de datos de literatura sobre núcleos de hielo","youtube","_"
"Ice core literature data library","es","Biblioteca de datos de literatura sobre núcleos de hielo","youtube","_"
"Ice core literature data library","es","Biblioteca de datos de literatura sobre núcleos de hielo","youtube","_"
"Ice core literature data library","es","Biblioteca de datos de literatura sobre núcleos de hielo","youtube","_"
"Ice core literature data library","fr","Bibliothèque de données documentaires sur les carottes de glace","youtube","_"
"Ice core literature data library","fr","Bibliothèque de données documentaires sur les carottes de glace","youtube","_"
"Ice core literature data library","fr","Bibliothèque de données documentaires sur les carottes de glace","youtube","_"
"Ice core literature data library","fr","Bibliothèque de données documentaires sur les carottes de glace","youtube","_"
"Ice core literature data library","hi","आइस कोर साहित्य डेटा लाइब्रेरी","youtube","_"
"Ice core literature data library","hi","आइस कोर साहित्य डेटा लाइब्रेरी","youtube","_"
"Ice core literature data library","hi","आइस कोर साहित्य डेटा लाइब्रेरी","youtube","_"
"Ice core literature data library","hi","आइस कोर साहित्य डेटा लाइब्रेरी","youtube","_"
"Ice core literature data library","ja","氷床コア文献データライブラリ","youtube","_"
"Ice core literature data library","ja","氷床コア文献データライブラリ","youtube","_"
"Ice core literature data library","ja","氷床コア文献データライブラリ","youtube","_"
"Ice core literature data library","ja","氷床コア文献データライブラリ","youtube","_"
"Ice core literature data library","pt","Biblioteca de dados de literatura de núcleo de gelo","youtube","_"
"Ice core literature data library","pt","Biblioteca de dados de literatura de núcleo de gelo","youtube","_"
"Ice core literature data library","pt","Biblioteca de dados de literatura de núcleo de gelo","youtube","_"
"Ice core literature data library","pt","Biblioteca de dados de literatura de núcleo de gelo","youtube","_"
"Ice core literature data library","zh-CN","冰芯文献数据库","youtube","_"
"Ice core literature data library","zh-CN","冰芯文献数据库","youtube","_"
"Ice core literature data library","zh-CN","冰芯文献数据库","youtube","_"
"Ice core literature data library","zh-CN","冰芯文献数据库","youtube","_"
"roots learning language","en","roots learning language","youtube","_"
"roots learning language","en","roots learning language","youtube","_"
"roots learning language","en","roots learning language","youtube","_"
"roots learning language","en","roots learning language","youtube","_"
"coral networks whisper","en","coral networks whisper","youtube","_"
"coral networks whisper","en","coral networks whisper","youtube","_"
"coral networks whisper","en","coral networks whisper","youtube","_"
"coral networks whisper","en","coral networks whisper","youtube","_"
"fungi share knowledge","en","fungi share knowledge","youtube","_"
"fungi share knowledge","en","fungi share knowledge","youtube","_"
"fungi share knowledge","en","fungi share knowledge","youtube","_"
"fungi share knowledge","en","fungi share knowledge","youtube","_"
"stone memories awaken","en","stone memories awaken","youtube","_"
"stone memories awaken","en","stone memories awaken","youtube","_"
"stone memories awaken","en","stone memories awaken","youtube","_"
"stone memories awaken","en","stone memories awaken","youtube","_"
"Fungi alternative archive","en","Fungi alternative archive","youtube","_"
"Fungi alternative archive","en","Fungi alternative archive","youtube","_"
"Fungi alternative archive","en","Fungi alternative archive","youtube","_"
"Fungi alternative archive","en","Fungi alternative archive","youtube","_"
"Abstract ideas plants communicate","en","Abstract ideas plants communicate","youtube","_"
"Abstract ideas plants communicate","en","Abstract ideas plants communicate","youtube","_"
"Abstract ideas plants communicate","en","Abstract ideas plants communicate","youtube","_"
"Abstract ideas plants communicate","en","Abstract ideas plants communicate","youtube","_"
"Community trees cloning hard-drive","en","Community trees cloning hard-drive","youtube","_"
"Community trees cloning hard-drive","en","Community trees cloning hard-drive","youtube","_"
"Community trees cloning hard-drive","en","Community trees cloning hard-drive","youtube","_"
"Community trees cloning hard-drive","en","Community trees cloning hard-drive","youtube","_"
"Ecological leaf defensive mechanisms","en","Ecological leaf defensive mechanisms","youtube","_"
"Ecological leaf defensive mechanisms","en","Ecological leaf defensive mechanisms","youtube","_"
"Ecological leaf defensive mechanisms","en","Ecological leaf defensive mechanisms","youtube","_"
"Ecological leaf defensive mechanisms","en","Ecological leaf defensive mechanisms","youtube","_"
"Algorithm flora fauna race","en","Algorithm flora fauna race","youtube","_"
"Algorithm flora fauna race","en","Algorithm flora fauna race","youtube","_"
"Algorithm flora fauna race","en","Algorithm flora fauna race","youtube","_"
"Algorithm flora fauna race","en","Algorithm flora fauna race","youtube","_"
"Replicate genetic code interconnected naturally","en","Replicate genetic code interconnected naturally","youtube","_"
"Replicate genetic code interconnected naturally","en","Replicate genetic code interconnected naturally","youtube","_"
"Replicate genetic code interconnected naturally","en","Replicate genetic code interconnected naturally","youtube","_"
"Replicate genetic code interconnected naturally","en","Replicate genetic code interconnected naturally","youtube","_"
"Medicinal plants programmed without side-effects","en","Medicinal plants programmed without side-effects","youtube","_"
"Medicinal plants programmed without side-effects","en","Medicinal plants programmed without side-effects","youtube","_"
"Medicinal plants programmed without side-effects","en","Medicinal plants programmed without side-effects","youtube","_"
"Medicinal plants programmed without side-effects","en","Medicinal plants programmed without side-effects","youtube","_"
"Climate change plants writing code","en","Climate change plants writing code","youtube","_"
"Climate change plants writing code","en","Climate change plants writing code","youtube","_"
"Climate change plants writing code","en","Climate change plants writing code","youtube","_"
"Climate change plants writing code","en","Climate change plants writing code","youtube","_"
"Coral reefs ocean clean up","en","Coral reefs ocean clean up","youtube","_"
"Coral reefs ocean clean up","en","Coral reefs ocean clean up","youtube","_"
"Coral reefs ocean clean up","en","Coral reefs ocean clean up","youtube","_"
"Coral reefs ocean clean up","en","Coral reefs ocean clean up","youtube","_"
"Coral reefs heat-sink","en","Coral reefs heat-sink","youtube","_"
"Coral reefs heat-sink","en","Coral reefs heat-sink","youtube","_"
"Coral reefs heat-sink","en","Coral reefs heat-sink","youtube","_"
"Coral reefs heat-sink","en","Coral reefs heat-sink","youtube","_"
"Ice core literature data library","en","Ice core literature data library","youtube","_"
"Ice core literature data library","en","Ice core literature data library","youtube","_"
"Ice core literature data library","en","Ice core literature data library","youtube","_"
"Ice core literature data library","en","Ice core literature data library","youtube","_"
