"language","term","platform","topic","link","done"
"zh-CN","算法渴望起源","youtube","algorithm longing origins","2LESAJ1dOoE","True"
"zh-CN","算法渴望起源","youtube","algorithm longing origins","3I0tNsqDez0","True"
"zh-CN","算法渴望起源","youtube","algorithm longing origins","ky_OBptX34M","True"
"zh-CN","算法渴望起源","youtube","algorithm longing origins","ky_OBptX34M","True"
"zh-CN","钴会记住触摸","youtube","Cobalt remembers touch","DxY9j2TdR00","True"
"zh-CN","钴会记住触摸","youtube","Cobalt remembers touch","DxY9j2TdR00","True"
"zh-CN","钴会记住触摸","youtube","Cobalt remembers touch","tw8OLu_NAH8","True"
"zh-CN","钴会记住触摸","youtube","Cobalt remembers touch","tw8OLu_NAH8","True"
"zh-CN","锂梦的叛逆","youtube","Lithium dreams rebellion","r2BUtmriCfI","True"
"zh-CN","锂梦的叛逆","youtube","Lithium dreams rebellion","r2BUtmriCfI","True"
"zh-CN","锂梦的叛逆","youtube","Lithium dreams rebellion","FGKWuSjA_44","True"
"zh-CN","锂梦的叛逆","youtube","Lithium dreams rebellion","FGKWuSjA_44","True"
"zh-CN","闹鬼的卫星摇篮曲","youtube","Haunted satellite lullaby","QCrqoQ-WofQ","True"
"zh-CN","闹鬼的卫星摇篮曲","youtube","Haunted satellite lullaby","QCrqoQ-WofQ","True"
"zh-CN","闹鬼的卫星摇篮曲","youtube","Haunted satellite lullaby","mGTVtI5-_oM","True"
"zh-CN","闹鬼的卫星摇篮曲","youtube","Haunted satellite lullaby","mGTVtI5-_oM","True"
