link,language,term,platform,channel,title,description,date,views,duration,tags,categories,age_limit,like_count,text,pretty_text,recency
2mK7RR-pMTE,fr,biens communs matériels,youtube,Infonet,"Les biens communs, c'est quoi ? (définition, aide, lexique, tuto, explication)","Infonet.fr est le portail leader en France de l'information légale, juridique et financière des entreprises.
https://www.infonet.fr → Pour connaître toutes les démarches et formalités d'entreprise ou obtenir un accompagnement personnalisé...


Voici le sommaire de la vidéo : Que sont les Biens communs ? 

Qui gère les Biens communs ? 

Quelle est la différence entre Biens communs et Biens collectifs ? 




Plus d'informations : https://infonet.fr/lexique/definitions/biens-communs/

Sujet : Julien Dupé
Rédaction : Chloée Bernos
Présentation : Mikael Buxton
Voix off : Chloée Bernos
Design : Gaëtan Lebaron
Réalisation : Florent Lahousse
Composition sonore : Grégoire Levillain

Infonet.fr - Copyright © 2020",2021-03-03 00:00:00,9010,97,"('Infonet', 'infonet.fr', 'legaltech', 'fintech', 'frenchtech', 'entreprise', 'société', 'julien dupe', 'entrepreneur', 'biens communs')",Howto & Style,0,265.0,"Les biens communs, c'est quoi ? (définition, aide, lexique, tuto, explication)Infonet.fr est le portail leader en France de l'information légale, juridique et financière des entreprises.
https://www.infonet.fr → Pour connaître toutes les démarches et formalités d'entreprise ou obtenir un accompagnement personnalisé...


Voici le sommaire de la vidéo : Que sont les Biens communs ? 

Qui gère les Biens communs ? 

Quelle est la différence entre Biens communs et Biens collectifs ? 




Plus d'informations : https://infonet.fr/lexique/definitions/biens-communs/

Sujet : Julien Dupé
Rédaction : Chloée Bernos
Présentation : Mikael Buxton
Voix off : Chloée Bernos
Design : Gaëtan Lebaron
Réalisation : Florent Lahousse
Composition sonore : Grégoire Levillain

Infonet.fr - Copyright © 2020Infonet","Title: Les biens communs, c'est quoi ? (définition, aide, lexique, tuto, explication)

Channel: Infonet

Description: Infonet.fr est le portail leader en France de l'information légale, juridique et financière des entreprises.
https://www.infonet.fr → Pour connaître toutes les démarches et formalités d'entreprise ou obtenir un accompagnement personnalisé...


Voici le sommaire de la vidéo : Que sont les Biens communs ? 

Qui gère les Biens communs ? 

Quelle est la différence entre Biens communs et Biens collectifs ? 




Plus d'informations : https://infonet.fr/lexique/definitions/biens-communs/

Sujet : Julien Dupé
Rédaction : Chloée Bernos
Présentation : Mikael Buxton
Voix off : Chloée Bernos
Design : Gaëtan Lebaron
Réalisation : Florent Lahousse
Composition sonore : Grégoire Levillain

Infonet.fr - Copyright © 2020

",1689
vt8JyzeIbww,fr,de la montagne au four,youtube,Nessy Food,Mont d’or au four ✨,"J’ai testé la recette virale de Tiktok : un mont d’or au four avec des pommes de terre 🥔 🧀

C’était tellement bon et cheesy 🤩

#recette #montdor #fromage #recettesimple #recetterapide #recettefacile #cheese #idéerecette #idéerepas #trend #viralvideo #fondue #cuisine #asmr #asmrfood",2025-02-16 00:00:00,21611,62,(),Howto & Style,0,738.0,"Mont d’or au four ✨J’ai testé la recette virale de Tiktok : un mont d’or au four avec des pommes de terre 🥔 🧀

C’était tellement bon et cheesy 🤩

#recette #montdor #fromage #recettesimple #recetterapide #recettefacile #cheese #idéerecette #idéerepas #trend #viralvideo #fondue #cuisine #asmr #asmrfoodNessy Food","Title: Mont d’or au four ✨

Channel: Nessy Food

Description: J’ai testé la recette virale de Tiktok : un mont d’or au four avec des pommes de terre 🥔 🧀

C’était tellement bon et cheesy 🤩

#recette #montdor #fromage #recettesimple #recetterapide #recettefacile #cheese #idéerecette #idéerepas #trend #viralvideo #fondue #cuisine #asmr #asmrfood

",243
Ql8SjACpXpc,fr,de la montagne au four,youtube,La cuisine de Garance,MONT D’OR AU FOUR ET RATTES DU TOUQUET 🫕,,2024-10-28 00:00:00,49342,39,(),People & Blogs,0,1017.0,MONT D’OR AU FOUR ET RATTES DU TOUQUET 🫕La cuisine de Garance,"Title: MONT D’OR AU FOUR ET RATTES DU TOUQUET 🫕

Channel: La cuisine de Garance

Description: 

",354
UMVWbwD2erg,fr,des villes effrayées et marquées,youtube,Le Mec Cheloux,La Ville Sans Reflet 🌆❌,"La ville sans reflet est un mystère architectural étrange et chelou. Les habitants affirment que les miroirs et les vitres ne renvoient rien. Ce phénomène bizarre reste un secret inexpliqué. C’est une histoire intéressante qui mélange science, illusion et paranormal. Si tu veux d’autres faits cheloues et fascinants, abonne-toi !

#histoire #mystère #insolite #lemeccheloux",2025-10-15 00:00:00,1121,13,(),People & Blogs,0,6.0,"La Ville Sans Reflet 🌆❌La ville sans reflet est un mystère architectural étrange et chelou. Les habitants affirment que les miroirs et les vitres ne renvoient rien. Ce phénomène bizarre reste un secret inexpliqué. C’est une histoire intéressante qui mélange science, illusion et paranormal. Si tu veux d’autres faits cheloues et fascinants, abonne-toi !

#histoire #mystère #insolite #lemecchelouxLe Mec Cheloux","Title: La Ville Sans Reflet 🌆❌

Channel: Le Mec Cheloux

Description: La ville sans reflet est un mystère architectural étrange et chelou. Les habitants affirment que les miroirs et les vitres ne renvoient rien. Ce phénomène bizarre reste un secret inexpliqué. C’est une histoire intéressante qui mélange science, illusion et paranormal. Si tu veux d’autres faits cheloues et fascinants, abonne-toi !

#histoire #mystère #insolite #lemeccheloux

",2
zrkeZ2CrPtE,fr,des villes effrayées et marquées,youtube,Meedfox – Histoires audio captivantes en français,"👉 ""Ce village français a été effacé… et personne n’en parle""","Oradour-sur-Glane : le village fantôme de France, témoin d’un massacre oublié de 1944. Une tragédie qui glace encore le sang aujourd’hui. Découvrez pourquoi ce nom a disparu des conversations, et ce que l’on cherche à nous cacher…

#France #HistoireOubliée #SecretsDeFrance #OradourSurGlane #FaitsRéels",2025-08-02 00:00:00,1554,68,(),People & Blogs,0,28.0,"👉 ""Ce village français a été effacé… et personne n’en parle""Oradour-sur-Glane : le village fantôme de France, témoin d’un massacre oublié de 1944. Une tragédie qui glace encore le sang aujourd’hui. Découvrez pourquoi ce nom a disparu des conversations, et ce que l’on cherche à nous cacher…

#France #HistoireOubliée #SecretsDeFrance #OradourSurGlane #FaitsRéelsMeedfox – Histoires audio captivantes en français","Title: 👉 ""Ce village français a été effacé… et personne n’en parle""

Channel: Meedfox – Histoires audio captivantes en français

Description: Oradour-sur-Glane : le village fantôme de France, témoin d’un massacre oublié de 1944. Une tragédie qui glace encore le sang aujourd’hui. Découvrez pourquoi ce nom a disparu des conversations, et ce que l’on cherche à nous cacher…

#France #HistoireOubliée #SecretsDeFrance #OradourSurGlane #FaitsRéels

",76
UqqBlsAUwfk,fr,empreinte carbone de l'art,youtube,"Ah, d'accord !",C'est quoi l'empreinte carbone ?,"La chaîne vidéo Ah d'accord ! a pour but de vulgariser les problématiques liées au changement climatique. 
Cette vidéo est la première d'une longue série !

Réalisation :  Marion et Nicolas Courtiade
Contenu : Les Shifters - les bénévoles du Shift Project",2018-06-03 00:00:00,79601,130,"('Empreinte carbone', 'Changement climatique', 'Consommation', 'The Shift Project', 'Gaz Carbonique', 'Environnement', 'Réchauffement', 'Gaz à effet de serre', ""Ah d'accord"", 'Les Shifters')",People & Blogs,0,637.0,"C'est quoi l'empreinte carbone ?La chaîne vidéo Ah d'accord ! a pour but de vulgariser les problématiques liées au changement climatique. 
Cette vidéo est la première d'une longue série !

Réalisation :  Marion et Nicolas Courtiade
Contenu : Les Shifters - les bénévoles du Shift ProjectAh, d'accord !","Title: C'est quoi l'empreinte carbone ?

Channel: Ah, d'accord !

Description: La chaîne vidéo Ah d'accord ! a pour but de vulgariser les problématiques liées au changement climatique. 
Cette vidéo est la première d'une longue série !

Réalisation :  Marion et Nicolas Courtiade
Contenu : Les Shifters - les bénévoles du Shift Project

",2693
ubQwZvKefgw,fr,empreinte carbone de l'art,youtube,Musée des Arts et Métiers,"« Empreinte carbone, l'expo ! »","Du 16 octobre 2024 au 11 mai 2025, le musée des Arts et Métiers passe au vert et propose, à travers « Empreinte carbone, l’expo ! », d’analyser une notion au cœur des grands enjeux environnementaux actuels ♻️

L’empreinte carbone s’est imposée depuis plusieurs années comme un concept-clé pour comprendre le changement climatique et l’impact des activités humaines sur l’environnement. La réduction de notre empreinte, avec en ligne de mire la neutralité carbone de la France en 2050, constitue un défi majeur que nous sommes appelés à relever ensemble 👣 

Conçue pour un public familial et articulée en trois parties, « Empreinte carbone, l’expo ! » vise à déconstruire les présupposés et les idées reçues sur notre empreinte carbone, à en examiner les mécanismes et à proposer aux visiteurs un espace de réflexion sur les actions à mener face au défi du changement climatique 🌍

👉 à découvrir du 16 octobre 2024 au 11 mai 2025 au musée ! 

#empreintecarbone #environnement #climat #expo2024 #science #technique #musée #artsetmetiers",2024-09-12 00:00:00,366481,15,"('#empreintecarbone', '#environnement', '#climat', '#expo2024', '#science', '#technique', '#musée', '#artsetmetiers')",Science & Technology,0,3.0,"« Empreinte carbone, l'expo ! »Du 16 octobre 2024 au 11 mai 2025, le musée des Arts et Métiers passe au vert et propose, à travers « Empreinte carbone, l’expo ! », d’analyser une notion au cœur des grands enjeux environnementaux actuels ♻️

L’empreinte carbone s’est imposée depuis plusieurs années comme un concept-clé pour comprendre le changement climatique et l’impact des activités humaines sur l’environnement. La réduction de notre empreinte, avec en ligne de mire la neutralité carbone de la France en 2050, constitue un défi majeur que nous sommes appelés à relever ensemble 👣 

Conçue pour un public familial et articulée en trois parties, « Empreinte carbone, l’expo ! » vise à déconstruire les présupposés et les idées reçues sur notre empreinte carbone, à en examiner les mécanismes et à proposer aux visiteurs un espace de réflexion sur les actions à mener face au défi du changement climatique 🌍

👉 à découvrir du 16 octobre 2024 au 11 mai 2025 au musée ! 

#empreintecarbone #environnement #climat #expo2024 #science #technique #musée #artsetmetiersMusée des Arts et Métiers","Title: « Empreinte carbone, l'expo ! »

Channel: Musée des Arts et Métiers

Description: Du 16 octobre 2024 au 11 mai 2025, le musée des Arts et Métiers passe au vert et propose, à travers « Empreinte carbone, l’expo ! », d’analyser une notion au cœur des grands enjeux environnementaux actuels ♻️

L’empreinte carbone s’est imposée depuis plusieurs années comme un concept-clé pour comprendre le changement climatique et l’impact des activités humaines sur l’environnement. La réduction de notre empreinte, avec en ligne de mire la neutralité carbone de la France en 2050, constitue un défi majeur que nous sommes appelés à relever ensemble 👣 

Conçue pour un public familial et articulée en trois parties, « Empreinte carbone, l’expo ! » vise à déconstruire les présupposés et les idées reçues sur notre empreinte carbone, à en examiner les mécanismes et à proposer aux visiteurs un espace de réflexion sur les actions à mener face au défi du changement climatique 🌍

👉 à découvrir du 16 octobre 2024 au 11 mai 2025 au musée ! 

#empreintecarbone #environnement #climat #expo2024 #science #technique #musée #artsetmetiers

",400
G9oDI9bHlnk,fr,main à bouche invisible,youtube,Bouss Officiel,Bouss - Invisible (Audio officiel),"Bouss - Invisible (Audio officiel)
Nouveau son bonus disponible : https://bouss.bfan.link/invisible
Extrait du premier album de Bouss ""Et si j'échoue ?""  👉 https://bouss.bfan.link/etsijechoue

Mixtape ""Depuis le temps"" toujours disponible : https://bouss.bfan.link/depuisletempspourlamiff

Suivez Bouss sur :

- Instagram : https://www.instagram.com/boussofficiel
- TikTok : https://www.tiktok.com/@bouss.officiel
- Snapchat : https://www.snapchat.com/add/boussofficiel

#bouss ##invisible #etsijechoue",2025-02-28 00:00:00,4082909,187,"('bouss invisible audio officiel', 'bouss invisible audio', 'bouss invisible clip officiel', 'bouss invisible lyrics', 'bouss invisible lyrics video', 'bouss invisible instrumental', 'bouss parler tout bas', 'bouss mirage', ""bouss j'ai le coeur qui s'emballe"", 'french hip hop', 'french rap songs')",Music,0,20442.0,"Bouss - Invisible (Audio officiel)Bouss - Invisible (Audio officiel)
Nouveau son bonus disponible : https://bouss.bfan.link/invisible
Extrait du premier album de Bouss ""Et si j'échoue ?""  👉 https://bouss.bfan.link/etsijechoue

Mixtape ""Depuis le temps"" toujours disponible : https://bouss.bfan.link/depuisletempspourlamiff

Suivez Bouss sur :

- Instagram : https://www.instagram.com/boussofficiel
- TikTok : https://www.tiktok.com/@bouss.officiel
- Snapchat : https://www.snapchat.com/add/boussofficiel

#bouss ##invisible #etsijechoueBouss Officiel","Title: Bouss - Invisible (Audio officiel)

Channel: Bouss Officiel

Description: Bouss - Invisible (Audio officiel)
Nouveau son bonus disponible : https://bouss.bfan.link/invisible
Extrait du premier album de Bouss ""Et si j'échoue ?""  👉 https://bouss.bfan.link/etsijechoue

Mixtape ""Depuis le temps"" toujours disponible : https://bouss.bfan.link/depuisletempspourlamiff

Suivez Bouss sur :

- Instagram : https://www.instagram.com/boussofficiel
- TikTok : https://www.tiktok.com/@bouss.officiel
- Snapchat : https://www.snapchat.com/add/boussofficiel

#bouss ##invisible #etsijechoue

",231
jPrcMbigUGA,fr,main à bouche invisible,youtube,Insightful - L'influence invisible,Si vous avez ce symptôme dans la bouche consultez d'urgence!,"Et si le secret pour combattre l'un des cancers les plus redoutables se cachait dans un geste que vous faites tous les jours ? Une étude scientifique choc révèle un lien direct et terrifiant entre les bactéries de votre bouche et le cancer du pancréas. Découvrez l'enquête qui va changer votre vision de l'hygiène dentaire à jamais.

Dans cette vidéo, nous plongeons au cœur d'une découverte scientifique majeure qui pourrait révolutionner la prévention et le dépistage du cancer. Nous décortiquons comment des chercheurs ont prouvé que la présence de certaines bactéries et champignons dans notre bouche pouvait multiplier le risque de développer le cancer du pancréas, l'un des plus silencieux et mortels.

Rejoignez-nous pour comprendre :
L'étude scientifique colossale menée sur plus de 122 000 personnes.
Qui sont les ""suspects"" ? Le profil du ""gang"" de microbes, dont la fameuse bactérie Porphyromonas gingivalis, bien connue pour causer la gingivite.
Comment ces microbes s'échappent-ils de la bouche pour potentiellement semer le chaos dans un organe aussi distant que le pancréas (inflammation chronique, migration sanguine...).
Quelles sont les armes SIMPLES et ACCESSIBLES à votre disposition pour vous défendre, directement dans votre salle de bain.
Comment cette découverte pourrait mener à des tests de dépistage révolutionnaires dans le futur.

Cette vidéo n'est pas faite pour vous faire peur, mais pour vous donner le pouvoir de l'information. Une information qui pourrait faire une différence pour vous et pour vos proches.

N'oubliez pas de vous abonner pour ne manquer aucune de nos enquêtes sur la santé, la science et la nutrition !

CHAPITRES DE LA VIDÉO :

Le Mystère : Le lien secret entre votre bouche et un cancer mortel.
- L'Enquête : Une étude scientifique hors-norme.
- Le Profil des Suspects : Le ""gang"" de microbes identifié.
- Le Mode Opératoire : Comment les bactéries attaquent à distance.
- La Solution : L'arme secrète qui se trouve dans votre salle de bain.
- Le Futur : Vers un dépistage du cancer par un simple test de salive ?
- Conclusion : Ce que vous devez retenir et le défi à relever ce soir.

SOURCE:
https://nyulangone.org/news/oral-microbes-linked-increased-risk-pancreatic-cancer
Meng Y, Wu F, Kwak S, et al. Oral Bacterial and Fungal Microbiome and Subsequent Risk for Pancreatic Cancer. JAMA Oncol. Published online September 18, 2025. doi:10.1001/jamaoncol.2025.3377
Oral Microbes Linked to Increased Risk of Pancreatic Cancer - NYU Langone Health - 18 septembre 2025
https://www.doctissimo.fr/sante/maladies/cancer-maladies/cancer-du-pancreas/cancer-du-pancreas-et-sante-dentaire-certains-microbes-de-la-bouche-triplent-le-risque-de-tumeurs-411319.htm

https://fr.news.yahoo.com/cancer-du-pancreas-cet-element-present-dans-votre-bouche-augmenterait-le-risque-de-contracter-la-maladie-104421652.html

DISCLAIMER / AVIS DE NON-RESPONSABILITÉ 

Les informations contenues dans cette vidéo sont présentées à titre purement informatif et de vulgarisation scientifique. Elles sont basées sur les études mentionnées dans le script et ne sont PAS destinées à remplacer un avis, un diagnostic ou un traitement médical professionnel.

Consultez TOUJOURS votre médecin, votre dentiste ou un autre professionnel de la santé qualifié pour toute question que vous pourriez avoir concernant une condition médicale ou votre santé bucco-dentaire. Ne négligez jamais un avis médical professionnel et ne tardez pas à le consulter en raison de quelque chose que vous avez vu ou entendu dans cette vidéo. L'auteur de cette vidéo n'est pas un professionnel de la santé.

#Santé #CancerDuPancréas #PréventionCancer #HygièneDentaire #Microbiote #Science #Médecine #SantéBuccoDentaire",2025-10-08 00:00:00,4206,21,"('cancer pancréas', 'infections buccales', 'lien entre cancer pancréas et bouche', 'microbes buccales', 'gingivites', 'santé', 'cancer', 'prévention cancer', 'hygiène dentaire', 'microbiote', 'médecine', 'santé bucco dentaire', 'santé buccale', 'science')",Howto & Style,0,22.0,"Si vous avez ce symptôme dans la bouche consultez d'urgence!Et si le secret pour combattre l'un des cancers les plus redoutables se cachait dans un geste que vous faites tous les jours ? Une étude scientifique choc révèle un lien direct et terrifiant entre les bactéries de votre bouche et le cancer du pancréas. Découvrez l'enquête qui va changer votre vision de l'hygiène dentaire à jamais.

Dans cette vidéo, nous plongeons au cœur d'une découverte scientifique majeure qui pourrait révolutionner la prévention et le dépistage du cancer. Nous décortiquons comment des chercheurs ont prouvé que la présence de certaines bactéries et champignons dans notre bouche pouvait multiplier le risque de développer le cancer du pancréas, l'un des plus silencieux et mortels.

Rejoignez-nous pour comprendre :
L'étude scientifique colossale menée sur plus de 122 000 personnes.
Qui sont les ""suspects"" ? Le profil du ""gang"" de microbes, dont la fameuse bactérie Porphyromonas gingivalis, bien connue pour causer la gingivite.
Comment ces microbes s'échappent-ils de la bouche pour potentiellement semer le chaos dans un organe aussi distant que le pancréas (inflammation chronique, migration sanguine...).
Quelles sont les armes SIMPLES et ACCESSIBLES à votre disposition pour vous défendre, directement dans votre salle de bain.
Comment cette découverte pourrait mener à des tests de dépistage révolutionnaires dans le futur.

Cette vidéo n'est pas faite pour vous faire peur, mais pour vous donner le pouvoir de l'information. Une information qui pourrait faire une différence pour vous et pour vos proches.

N'oubliez pas de vous abonner pour ne manquer aucune de nos enquêtes sur la santé, la science et la nutrition !

CHAPITRES DE LA VIDÉO :

Le Mystère : Le lien secret entre votre bouche et un cancer mortel.
- L'Enquête : Une étude scientifique hors-norme.
- Le Profil des Suspects : Le ""gang"" de microbes identifié.
- Le Mode Opératoire : Comment les bactéries attaquent à distance.
- La Solution : L'arme secrète qui se trouve dans votre salle de bain.
- Le Futur : Vers un dépistage du cancer par un simple test de salive ?
- Conclusion : Ce que vous devez retenir et le défi à relever ce soir.

SOURCE:
https://nyulangone.org/news/oral-microbes-linked-increased-risk-pancreatic-cancer
Meng Y, Wu F, Kwak S, et al. Oral Bacterial and Fungal Microbiome and Subsequent Risk for Pancreatic Cancer. JAMA Oncol. Published online September 18, 2025. doi:10.1001/jamaoncol.2025.3377
Oral Microbes Linked to Increased Risk of Pancreatic Cancer - NYU Langone Health - 18 septembre 2025
https://www.doctissimo.fr/sante/maladies/cancer-maladies/cancer-du-pancreas/cancer-du-pancreas-et-sante-dentaire-certains-microbes-de-la-bouche-triplent-le-risque-de-tumeurs-411319.htm

https://fr.news.yahoo.com/cancer-du-pancreas-cet-element-present-dans-votre-bouche-augmenterait-le-risque-de-contracter-la-maladie-104421652.html

DISCLAIMER / AVIS DE NON-RESPONSABILITÉ 

Les informations contenues dans cette vidéo sont présentées à titre purement informatif et de vulgarisation scientifique. Elles sont basées sur les études mentionnées dans le script et ne sont PAS destinées à remplacer un avis, un diagnostic ou un traitement médical professionnel.

Consultez TOUJOURS votre médecin, votre dentiste ou un autre professionnel de la santé qualifié pour toute question que vous pourriez avoir concernant une condition médicale ou votre santé bucco-dentaire. Ne négligez jamais un avis médical professionnel et ne tardez pas à le consulter en raison de quelque chose que vous avez vu ou entendu dans cette vidéo. L'auteur de cette vidéo n'est pas un professionnel de la santé.

#Santé #CancerDuPancréas #PréventionCancer #HygièneDentaire #Microbiote #Science #Médecine #SantéBuccoDentaireInsightful - L'influence invisible","Title: Si vous avez ce symptôme dans la bouche consultez d'urgence!

Channel: Insightful - L'influence invisible

Description: Et si le secret pour combattre l'un des cancers les plus redoutables se cachait dans un geste que vous faites tous les jours ? Une étude scientifique choc révèle un lien direct et terrifiant entre les bactéries de votre bouche et le cancer du pancréas. Découvrez l'enquête qui va changer votre vision de l'hygiène dentaire à jamais.

Dans cette vidéo, nous plongeons au cœur d'une découverte scientifique majeure qui pourrait révolutionner la prévention et le dépistage du cancer. Nous décortiquons comment des chercheurs ont prouvé que la présence de certaines bactéries et champignons dans notre bouche pouvait multiplier le risque de développer le cancer du pancréas, l'un des plus silencieux et mortels.

Rejoignez-nous pour comprendre :
L'étude scientifique colossale menée sur plus de 122 000 personnes.
Qui sont les ""suspects"" ? Le profil du ""gang"" de microbes, dont la fameuse bactérie Porphyromonas gingivalis, bien connue pour causer la gingivite.
Comment ces microbes s'échappent-ils de la bouche pour potentiellement semer le chaos dans un organe aussi distant que le pancréas (inflammation chronique, migration sanguine...).
Quelles sont les armes SIMPLES et ACCESSIBLES à votre disposition pour vous défendre, directement dans votre salle de bain.
Comment cette découverte pourrait mener à des tests de dépistage révolutionnaires dans le futur.

Cette vidéo n'est pas faite pour vous faire peur, mais pour vous donner le pouvoir de l'information. Une information qui pourrait faire une différence pour vous et pour vos proches.

N'oubliez pas de vous abonner pour ne manquer aucune de nos enquêtes sur la santé, la science et la nutrition !

CHAPITRES DE LA VIDÉO :

Le Mystère : Le lien secret entre votre bouche et un cancer mortel.
- L'Enquête : Une étude scientifique hors-norme.
- Le Profil des Suspects : Le ""gang"" de microbes identifié.
- Le Mode Opératoire : Comment les bactéries attaquent à distance.
- La Solution : L'arme secrète qui se trouve dans votre salle de bain.
- Le Futur : Vers un dépistage du cancer par un simple test de salive ?
- Conclusion : Ce que vous devez retenir et le défi à relever ce soir.

SOURCE:
https://nyulangone.org/news/oral-microbes-linked-increased-risk-pancreatic-cancer
Meng Y, Wu F, Kwak S, et al. Oral Bacterial and Fungal Microbiome and Subsequent Risk for Pancreatic Cancer. JAMA Oncol. Published online September 18, 2025. doi:10.1001/jamaoncol.2025.3377
Oral Microbes Linked to Increased Risk of Pancreatic Cancer - NYU Langone Health - 18 septembre 2025
https://www.doctissimo.fr/sante/maladies/cancer-maladies/cancer-du-pancreas/cancer-du-pancreas-et-sante-dentaire-certains-microbes-de-la-bouche-triplent-le-risque-de-tumeurs-411319.htm

https://fr.news.yahoo.com/cancer-du-pancreas-cet-element-present-dans-votre-bouche-augmenterait-le-risque-de-contracter-la-maladie-104421652.html

DISCLAIMER / AVIS DE NON-RESPONSABILITÉ 

Les informations contenues dans cette vidéo sont présentées à titre purement informatif et de vulgarisation scientifique. Elles sont basées sur les études mentionnées dans le script et ne sont PAS destinées à remplacer un avis, un diagnostic ou un traitement médical professionnel.

Consultez TOUJOURS votre médecin, votre dentiste ou un autre professionnel de la santé qualifié pour toute question que vous pourriez avoir concernant une condition médicale ou votre santé bucco-dentaire. Ne négligez jamais un avis médical professionnel et ne tardez pas à le consulter en raison de quelque chose que vous avez vu ou entendu dans cette vidéo. L'auteur de cette vidéo n'est pas un professionnel de la santé.

#Santé #CancerDuPancréas #PréventionCancer #HygièneDentaire #Microbiote #Science #Médecine #SantéBuccoDentaire

",9
McD2nQyAjy4,fr,origines toxiques,youtube,La psychologie pour tous,Le profil anxieux ne voit pas les personnes toxiques et prend beaucoup trop sur lui,"Extrait de la Masterclass Blessures d'attachement ; comprendre et apaiser, avec la psychologue Gwenaëlle Persiaux
A découvrir ici https://lapsychologiepourtous.podia.com/",2023-10-11 00:00:00,138206,59,(),Howto & Style,0,3047.0,"Le profil anxieux ne voit pas les personnes toxiques et prend beaucoup trop sur luiExtrait de la Masterclass Blessures d'attachement ; comprendre et apaiser, avec la psychologue Gwenaëlle Persiaux
A découvrir ici https://lapsychologiepourtous.podia.com/La psychologie pour tous","Title: Le profil anxieux ne voit pas les personnes toxiques et prend beaucoup trop sur lui

Channel: La psychologie pour tous

Description: Extrait de la Masterclass Blessures d'attachement ; comprendre et apaiser, avec la psychologue Gwenaëlle Persiaux
A découvrir ici https://lapsychologiepourtous.podia.com/

",737
2YbLY4r8Iag,fr,origines toxiques,youtube,Mysteries of History Unveiled,Uncovering the Dark Legacy of Victorian Homes: The Deadly Truth Behind Emerald Walls,"Delve into the shocking history of Victorian-era wallpapers that contained toxic arsenic pigments, posing a silent threat to families. Explore the origins of Scheele's Green and Paris Green, and how they led to chronic poisoning and tragic deaths. Watch to uncover the dark secrets of Victorian history and discover the hidden dangers that may be lurking in your own home. Learn about the history of these poisonous pigments and how they were once a status symbol of wealth and modernity. #VictorianHistory #ToxicWallpaper #ArsenicPoisoning #VictorianEra #DarkSecrets #HomeDecor #HistoryMystery
This video uses AI-generated narration and visuals for educational purposes.
#victorianhistory #toxiclegacy #arsenicpoisoning #scheele'sgreen #parisgreen #wallpaper #homedecor #historymystery #darksecrets #victorianera #deadlywalls #poisonouspigments #chronicpoisoning #victorianhomes #emeraldwalls",2025-10-07 00:00:00,578,77,(),Education,0,13.0,"Uncovering the Dark Legacy of Victorian Homes: The Deadly Truth Behind Emerald WallsDelve into the shocking history of Victorian-era wallpapers that contained toxic arsenic pigments, posing a silent threat to families. Explore the origins of Scheele's Green and Paris Green, and how they led to chronic poisoning and tragic deaths. Watch to uncover the dark secrets of Victorian history and discover the hidden dangers that may be lurking in your own home. Learn about the history of these poisonous pigments and how they were once a status symbol of wealth and modernity. #VictorianHistory #ToxicWallpaper #ArsenicPoisoning #VictorianEra #DarkSecrets #HomeDecor #HistoryMystery
This video uses AI-generated narration and visuals for educational purposes.
#victorianhistory #toxiclegacy #arsenicpoisoning #scheele'sgreen #parisgreen #wallpaper #homedecor #historymystery #darksecrets #victorianera #deadlywalls #poisonouspigments #chronicpoisoning #victorianhomes #emeraldwallsMysteries of History Unveiled","Title: Uncovering the Dark Legacy of Victorian Homes: The Deadly Truth Behind Emerald Walls

Channel: Mysteries of History Unveiled

Description: Delve into the shocking history of Victorian-era wallpapers that contained toxic arsenic pigments, posing a silent threat to families. Explore the origins of Scheele's Green and Paris Green, and how they led to chronic poisoning and tragic deaths. Watch to uncover the dark secrets of Victorian history and discover the hidden dangers that may be lurking in your own home. Learn about the history of these poisonous pigments and how they were once a status symbol of wealth and modernity. #VictorianHistory #ToxicWallpaper #ArsenicPoisoning #VictorianEra #DarkSecrets #HomeDecor #HistoryMystery
This video uses AI-generated narration and visuals for educational purposes.
#victorianhistory #toxiclegacy #arsenicpoisoning #scheele'sgreen #parisgreen #wallpaper #homedecor #historymystery #darksecrets #victorianera #deadlywalls #poisonouspigments #chronicpoisoning #victorianhomes #emeraldwalls

",10
