"language","term","platform","topic","link","done"
"zh-CN","吃祈祷爱东方主义","youtube","eat pray love orientalism","UOk1a8_2kCU","True"
"zh-CN","吃祈祷爱东方主义","youtube","eat pray love orientalism","UOk1a8_2kCU","True"
"zh-CN","吃祈祷爱东方主义","youtube","eat pray love orientalism","dmQWZdNsRJE","True"
"zh-CN","吃祈祷爱东方主义","youtube","eat pray love orientalism","dmQWZdNsRJE","True"
"zh-CN","家里的热带植物被取代","youtube","displaced tropical plants at home","yLfpheEYyzQ","True"
"zh-CN","家里的热带植物被取代","youtube","displaced tropical plants at home","yLfpheEYyzQ","True"
"zh-CN","家里的热带植物被取代","youtube","displaced tropical plants at home","p9QXKm1Hhas","True"
"zh-CN","家里的热带植物被取代","youtube","displaced tropical plants at home","0s1iZ0hvp1A","True"
"zh-CN","富士山餐车节","youtube","mount fuji foodtruck festival","1oKmD4Z0YPU","True"
"zh-CN","富士山餐车节","youtube","mount fuji foodtruck festival","XrJ3v8lMhEo","True"
"zh-CN","富士山餐车节","youtube","mount fuji foodtruck festival","XrJ3v8lMhEo","True"
"zh-CN","富士山餐车节","youtube","mount fuji foodtruck festival","Li90Jo3WdU0","True"
"zh-CN","悲伤的纪念品店","youtube","sad souvenir shop","N0s7MnAc8S0","True"
"zh-CN","悲伤的纪念品店","youtube","sad souvenir shop","N0s7MnAc8S0","True"
"zh-CN","悲伤的纪念品店","youtube","sad souvenir shop","1pvX52zI9sc","True"
"zh-CN","悲伤的纪念品店","youtube","sad souvenir shop","1pvX52zI9sc","True"
"zh-CN","战区比基尼鸡尾酒会","youtube","bikini cocktailparty in warzone","tc7ydcAgDZQ","True"
"zh-CN","战区比基尼鸡尾酒会","youtube","bikini cocktailparty in warzone","tc7ydcAgDZQ","True"
"zh-CN","战区比基尼鸡尾酒会","youtube","bikini cocktailparty in warzone","cDm-mLR2toY","True"
"zh-CN","战区比基尼鸡尾酒会","youtube","bikini cocktailparty in warzone","cDm-mLR2toY","True"
"zh-CN","浮潜假期塑料汤","youtube","snorkling holiday plastic soup","zTsbxqBnHes","True"
"zh-CN","浮潜假期塑料汤","youtube","snorkling holiday plastic soup","zTsbxqBnHes","True"
"zh-CN","浮潜假期塑料汤","youtube","snorkling holiday plastic soup","lbjXmz95KFg","True"
"zh-CN","浮潜假期塑料汤","youtube","snorkling holiday plastic soup","lbjXmz95KFg","True"
"zh-CN","生活迪士尼化","youtube","disneyfication of life","FYpGaGJg_z8","True"
"zh-CN","生活迪士尼化","youtube","disneyfication of life","FYpGaGJg_z8","True"
"zh-CN","生活迪士尼化","youtube","disneyfication of life","pJibDEOH21o","True"
"zh-CN","生活迪士尼化","youtube","disneyfication of life","pbAuLnSoNLw","True"
"zh-CN","钢铁侠登上珠穆朗玛峰","youtube","ironman mount everest","xVjYutQ0cWU","True"
"zh-CN","钢铁侠登上珠穆朗玛峰","youtube","ironman mount everest","xVjYutQ0cWU","True"
"zh-CN","钢铁侠登上珠穆朗玛峰","youtube","ironman mount everest","i7H7c9m6esI","True"
"zh-CN","钢铁侠登上珠穆朗玛峰","youtube","ironman mount everest","m7O5FzKsmHU","True"
